 0.6600 0.1000 0.1000 0.7000 0.1000 0.7313 0.1113 0.1448 0.4618 0.3400 0.1024 0.1071 0.4127 0.4356
 0.5800 0.1000 0.1000 0.9000 0.1000 0.9000 0.1113 0.1743 0.2121 0.1000 0.9000 0.9000 0.9000 0.9000
 0.5800 0.1000 0.1000 0.9000 0.1000 0.9000 0.1113 0.1743 0.2121 0.3400 0.1525 0.1764 0.4346 0.4986
 0.5800 0.1000 0.1000 0.9000 0.1000 0.9000 0.1113 0.1743 0.2121 0.5800 0.1012 0.1153 0.5463 0.6142
 0.8600 0.1000 0.1000 0.1000 0.3000 0.1000 0.3592 0.1029 0.7624 0.1000 0.1233 0.1219 0.1629 0.1300
 0.8600 0.1000 0.1000 0.1000 0.3000 0.1000 0.3592 0.1029 0.7624 0.3400 0.1048 0.1094 0.1180 0.1045
 0.8600 0.1000 0.1000 0.1000 0.3000 0.1000 0.3592 0.1029 0.7624 0.5800 0.1036 0.1087 0.1262 0.1074
 0.8200 0.1000 0.1000 0.1000 0.5000 0.1000 0.5169 0.1006 0.8439 0.1000 0.1991 0.1566 0.2074 0.1901
 0.8200 0.1000 0.1000 0.1000 0.5000 0.1000 0.5169 0.1006 0.8439 0.3400 0.1322 0.1318 0.1613 0.1488
 0.8200 0.1000 0.1000 0.1000 0.5000 0.1000 0.5169 0.1006 0.8439 0.5800 0.1257 0.1273 0.1461 0.1386
 0.7800 0.1000 0.1000 0.1000 0.7000 0.1048 0.6408 0.1000 0.7624 0.1000 0.2284 0.1655 0.2324 0.2145
 0.7400 0.1000 0.1000 0.1000 0.9000 0.1000 0.8662 0.1035 0.9000 0.1000 0.3400 0.2465 0.3151 0.3200
 0.7400 0.1000 0.1000 0.1000 0.9000 0.1000 0.8662 0.1035 0.9000 0.3400 0.2224 0.1780 0.2062 0.2094
 0.7400 0.1000 0.1000 0.1000 0.9000 0.1000 0.8662 0.1035 0.9000 0.5800 0.2075 0.1713 0.2046 0.2049
 0.5800 0.1000 0.1000 0.5000 0.9000 0.5386 0.8549 0.1424 0.3293 0.1000 0.6272 0.4745 0.6228 0.6182
 0.5800 0.1000 0.1000 0.5000 0.9000 0.5386 0.8549 0.1424 0.3293 0.3400 0.1967 0.2047 0.3510 0.3670
 0.7400 0.1000 0.9000 0.1000 0.1000 0.5386 0.1000 0.1595 0.5739 0.1000 0.1096 0.1125 0.4010 0.3784
 0.7400 0.1000 0.9000 0.1000 0.1000 0.5386 0.1000 0.1595 0.5739 0.3400 0.1006 0.1097 0.3050 0.3200
 0.5800 0.3000 0.9000 0.1000 0.1000 0.5096 0.1000 0.1601 0.4618 0.1000 0.1060 0.1097 0.3101 0.2933
 0.5800 0.3000 0.9000 0.1000 0.1000 0.5096 0.1000 0.1601 0.4618 0.3400 0.1012 0.1015 0.2745 0.2718
 0.4200 0.5000 0.9000 0.1000 0.1000 0.5048 0.1000 0.2309 0.2834 0.1000 0.1048 0.1084 0.2769 0.2554
 0.4200 0.5000 0.9000 0.1000 0.1000 0.5048 0.1000 0.2309 0.2834 0.3400 0.1012 0.1015 0.2367 0.2366
 0.2600 0.7000 0.9000 0.1000 0.1000 0.5048 0.1000 0.4396 0.2121 0.1000 0.1036 0.1074 0.2234 0.2106
 0.2600 0.7000 0.9000 0.1000 0.1000 0.5048 0.1000 0.4396 0.2121 0.3400 0.1000 0.1000 0.1738 0.1760
 0.1000 0.9000 0.9000 0.1000 0.1000 0.5145 0.1000 0.9000 0.1764 0.1000 0.1024 0.1036 0.1539 0.1499
 0.1000 0.9000 0.9000 0.1000 0.1000 0.5145 0.1000 0.9000 0.1764 0.3400 0.1000 0.1000 0.1000 0.1210
 0.7400 0.1000 0.1000 0.5000 0.1000 0.5386 0.1113 0.1277 0.4618 0.1000 0.5107 0.2669 0.5256 0.5139
 0.7400 0.1000 0.1000 0.5000 0.1000 0.5386 0.1113 0.1277 0.4618 0.3400 0.1000 0.1000 0.3487 0.3591
 0.5800 0.3000 0.1000 0.5000 0.1000 0.5289 0.1000 0.1265 0.4618 0.1000 0.4570 0.2429 0.4854 0.4600
 0.5800 0.3000 0.1000 0.5000 0.1000 0.5289 0.1000 0.1265 0.4618 0.3400 0.1000 0.1000 0.3632 0.3625
 0.4200 0.5000 0.1000 0.5000 0.1000 0.5386 0.1000 0.1289 0.3599 0.1000 0.3907 0.2134 0.4198 0.3920
 0.4200 0.5000 0.1000 0.5000 0.1000 0.5386 0.1000 0.1289 0.3599 0.3400 0.1000 0.1000 0.3249 0.3200
 0.2600 0.7000 0.1000 0.5000 0.1000 0.5337 0.1113 0.1601 0.2834 0.1000 0.3830 0.2175 0.4022 0.3784
 0.2600 0.7000 0.1000 0.5000 0.1000 0.5337 0.1113 0.1601 0.2834 0.3400 0.1000 0.1000 0.2531 0.2554
 0.1000 0.9000 0.1000 0.5000 0.1000 0.5241 0.1225 0.2704 0.1000 0.1000 0.3197 0.2009 0.3471 0.3115
 0.1000 0.9000 0.1000 0.5000 0.1000 0.5241 0.1225 0.2704 0.1000 0.3400 0.1000 0.1000 0.2003 0.2015
 0.7400 0.1000 0.1000 0.1000 0.9000 0.1000 0.8662 0.1035 0.9000 0.1000 0.3400 0.2465 0.3151 0.3200
 0.7400 0.1000 0.1000 0.1000 0.9000 0.1000 0.8662 0.1035 0.9000 0.3400 0.2224 0.1780 0.2062 0.2094
 0.5800 0.3000 0.1000 0.1000 0.9000 0.1000 0.8662 0.1071 0.6656 0.1000 0.2910 0.2411 0.3054 0.2916
 0.5800 0.3000 0.1000 0.1000 0.9000 0.1000 0.8662 0.1071 0.6656 0.3400 0.2045 0.1999 0.2132 0.2111
 0.4200 0.5000 0.1000 0.1000 0.9000 0.1000 0.8887 0.1147 0.6962 0.1000 0.2696 0.2164 0.2816 0.2684
 0.4200 0.5000 0.1000 0.1000 0.9000 0.1000 0.8887 0.1147 0.6962 0.3400 0.1943 0.1968 0.2089 0.1953
 0.2600 0.7000 0.1000 0.1000 0.9000 0.1000 0.8324 0.1254 0.5739 0.1000 0.2403 0.2075 0.2523 0.2383
 0.2600 0.7000 0.1000 0.1000 0.9000 0.1000 0.8324 0.1254 0.5739 0.3400 0.1740 0.1665 0.1785 0.1737
 0.1000 0.9000 0.1000 0.1000 0.9000 0.1000 0.9000 0.1660 0.6045 0.1000 0.1884 0.1601 0.1953 0.1845
 0.1000 0.9000 0.1000 0.1000 0.9000 0.1000 0.9000 0.1660 0.6045 0.3400 0.1328 0.1354 0.1301 0.1340
